age,workclass,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,label
39,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,52,United-States,False
32,Private,Some-college,Separated,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,0,1980,40,United-States,False
61,Local-gov,7th-8th,Married-civ-spouse,Adm-clerical,Husband,White,Male,2885,0,40,United-States,False
24,,Assoc-voc,Married-civ-spouse,,Wife,Black,Female,0,0,35,United-States,False
22,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,False
34,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,True
18,Private,10th,Never-married,Priv-house-serv,Own-child,Black,Female,0,0,20,United-States,False
20,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,25,United-States,False
53,Federal-gov,HS-grad,Divorced,Tech-support,Unmarried,White,Male,0,0,40,United-States,False
32,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,False
68,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States,False
28,Private,Some-college,Separated,Other-service,Unmarried,White,Female,0,0,15,United-States,False
28,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,El-Salvador,False
54,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,56,Haiti,True
21,,Some-college,Never-married,,Own-child,White,Male,0,0,48,United-States,False
52,Private,Bachelors,Separated,Exec-managerial,Unmarried,White,Female,0,0,40,,False
25,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,False
30,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,50,India,True
33,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,0,0,32,United-States,False
49,Private,Bachelors,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,0,0,40,India,False
58,Private,7th-8th,Widowed,Other-service,Not-in-family,Other,Female,0,0,30,United-States,False
45,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,24,United-States,True
67,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,Black,Male,10566,0,40,United-States,False
42,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,,False
69,Self-emp-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,True
61,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,False
34,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,False
28,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,False
19,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,34,United-States,False
31,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,False
32,Federal-gov,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,False
76,,Prof-school,Married-civ-spouse,,Husband,White,Male,0,1258,20,United-States,False
53,Private,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,False
46,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,0,0,37,United-States,False
43,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,4508,0,40,Cuba,False
48,,HS-grad,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,True
39,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2415,99,United-States,True
59,Private,7th-8th,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,False
19,Private,Some-college,Never-married,Sales,Own-child,White,Female,0,0,38,United-States,False
40,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,True
63,Self-emp-inc,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,False
44,,Some-college,Divorced,,Unmarried,White,Female,0,0,10,Poland,False
46,Private,Some-college,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,False
22,Private,10th,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,False
36,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Male,0,1669,45,United-States,False
57,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,True
58,Private,HS-grad,Never-married,Other-service,Other-relative,White,Male,0,0,25,United-States,False
25,,Bachelors,Never-married,,Not-in-family,Asian-Pac-Islander,Male,0,0,28,Taiwan,False
59,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,3103,0,35,United-States,True
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,False
29,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,Germany,False
49,Self-emp-inc,Bachelors,Divorced,Prof-specialty,Unmarried,White,Male,6497,0,45,United-States,False
42,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,True
43,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,17,United-States,False
46,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,False
43,Local-gov,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,12,United-States,False
40,Private,Assoc-acdm,Divorced,Transport-moving,Unmarried,White,Female,0,0,40,United-States,False
43,Private,12th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,False
48,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,32,United-States,False
26,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,28,United-States,False
30,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,False
58,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,United-States,True
43,Private,HS-grad,Divorced,Farming-fishing,Not-in-family,Black,Male,0,0,40,United-States,False
53,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,False
74,State-gov,Some-college,Separated,Sales,Not-in-family,White,Male,0,0,16,United-States,False
64,,Some-college,Widowed,,Unmarried,White,Female,0,0,8,United-States,False
45,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,True
32,State-gov,5th-6th,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,10,United-States,False
23,,10th,Never-married,,Own-child,Black,Female,0,0,40,United-States,False
38,Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,True
42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,True
24,Local-gov,Some-college,Never-married,Protective-serv,Unmarried,Other,Male,1151,0,40,United-States,False
63,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,False
25,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,0,0,35,United-States,False
37,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,False
28,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Italy,False
31,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,False
46,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States,True
44,Private,Bachelors,Divorced,Sales,Unmarried,White,Male,0,0,44,United-States,True
42,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,True
45,Private,Doctorate,Separated,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,True
52,Private,Bachelors,Divorced,Sales,Not-in-family,White,Male,0,0,60,United-States,False
40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,True
26,Private,HS-grad,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,False
55,Private,Bachelors,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,,False
17,Private,10th,Never-married,Other-service,Own-child,White,Female,0,0,14,United-States,False
27,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,False
71,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,20051,0,50,United-States,True
35,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,False
17,Private,10th,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,False
26,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,52,United-States,True
22,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,35,United-States,False
51,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,True
33,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,False
41,Local-gov,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,50,United-States,True
50,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,True
26,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,False
21,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Female,0,0,40,United-States,False
53,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,True
32,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,True
19,Private,Some-college,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,False
22,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,False
58,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,True
47,Federal-gov,Bachelors,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,True
51,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,True
42,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,True
28,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,False
29,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,35,Vietnam,False
50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,True
22,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,False
47,Self-emp-not-inc,Some-college,Divorced,Other-service,Not-in-family,White,Female,0,0,45,United-States,False
60,Private,Some-college,Widowed,Sales,Unmarried,White,Female,0,0,27,United-States,False
46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Own-child,White,Female,7298,0,40,United-States,True
58,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,True
62,Private,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,False
47,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,,True
59,Private,HS-grad,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,False
41,Private,HS-grad,Separated,Other-service,Unmarried,White,Female,0,0,40,Mexico,False
31,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,37,United-States,False
18,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,False
64,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,False
51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States,False
47,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States,False
68,Private,Bachelors,Widowed,Sales,Not-in-family,White,Male,0,0,35,United-States,True
32,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Other,Female,0,0,40,United-States,False
39,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,43,Mexico,False
37,Private,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,48,United-States,False
29,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,False
44,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Other,Male,0,0,40,United-States,False
46,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,True
40,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,True
19,,HS-grad,Never-married,,Own-child,Black,Male,0,0,35,United-States,False
65,,HS-grad,Married-civ-spouse,,Husband,White,Male,2414,0,30,United-States,False
52,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,True
40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,True
61,Private,9th,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,False
30,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,False
61,Self-emp-not-inc,11th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,False
33,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,84,United-States,True
32,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,True
32,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,False
32,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Other-relative,White,Male,0,0,35,United-States,True
37,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,False
53,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,False
51,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,True
29,Private,Assoc-voc,Never-married,Sales,Not-in-family,Black,Male,0,0,45,United-States,False
48,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,False
69,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,15831,0,40,United-States,True
28,Private,Masters,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,False
55,Local-gov,Bachelors,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,True
45,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,40,United-States,True
18,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,False
60,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,False
38,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,,False
19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,10,United-States,False
18,Private,11th,Never-married,Craft-repair,Own-child,White,Male,0,0,25,United-States,False
33,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,False
33,Private,Some-college,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,False
29,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,False
37,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,False
50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,True
19,,Some-college,Never-married,,Own-child,White,Male,0,0,10,United-States,False
28,Private,10th,Widowed,Adm-clerical,Unmarried,White,Female,0,2238,35,United-States,False
43,,Bachelors,Married-civ-spouse,,Wife,White,Female,0,0,7,United-States,True
23,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,False
47,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,False
21,Private,Some-college,Never-married,Tech-support,Own-child,White,Male,0,0,35,United-States,False
19,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,12,United-States,False
47,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,True
36,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,True
62,Self-emp-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2415,60,United-States,True
65,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,True
46,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,45,United-States,True
35,Private,11th,Never-married,Craft-repair,Own-child,White,Male,6849,0,40,United-States,False
50,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,False
20,Private,Some-college,Never-married,Sales,Own-child,White,Female,0,0,6,United-States,False
17,Private,11th,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States,False
33,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,False
57,,Some-college,Divorced,,Not-in-family,White,Female,0,0,40,United-States,False
53,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,False
47,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,True
62,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,False
35,Private,HS-grad,Divorced,Other-service,Not-in-family,Black,Male,0,0,40,United-States,False
27,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,43,United-States,False
23,Private,HS-grad,Never-married,Tech-support,Own-child,White,Male,0,0,50,United-States,False
27,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,1504,45,United-States,False
39,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,False
25,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,38,United-States,False
24,Private,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,20,United-States,False
23,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,False
29,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35,United-States,True
30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,38,United-States,False
34,Private,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,0,0,45,Portugal,False
32,Private,10th,Separated,Craft-repair,Unmarried,White,Female,0,0,40,United-States,False
18,Private,11th,Never-married,Other-service,Own-child,Black,Male,0,1602,23,United-States,False
20,Private,Assoc-voc,Never-married,Sales,Not-in-family,Black,Female,0,0,35,United-States,False
38,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,True
18,Private,12th,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,False
41,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,False
21,Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,Female,0,0,50,United-States,False
36,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,48,United-States,True
61,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,0,0,30,United-States,False
30,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,False
26,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,True
27,Private,Bachelors,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,True
45,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,True
47,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,False
19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,False
29,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,55,United-States,False
51,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,True
34,Local-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,False
42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,3908,0,45,United-States,False
26,Private,5th-6th,Never-married,Farming-fishing,Other-relative,Black,Male,0,0,40,Mexico,False
20,State-gov,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,15,United-States,False
43,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,True
20,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,False
27,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,False
46,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,True
39,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,False
33,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,49,United-States,False
42,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,32,United-States,False
23,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,United-States,False
29,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,42,United-States,True
27,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,0,0,60,United-States,False
43,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Own-child,White,Male,0,0,35,United-States,False
23,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,False
40,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,0,0,44,United-States,False
35,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,61,United-States,True
30,Private,HS-grad,Never-married,Sales,Other-relative,White,Male,0,0,40,United-States,False
59,Private,11th,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,False
65,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,2290,0,40,United-States,False
28,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,False
79,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,False
43,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,35,United-States,True
54,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,False
27,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,62,United-States,False
30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,35,United-States,True
22,,Bachelors,Never-married,,Own-child,Asian-Pac-Islander,Female,0,0,15,Taiwan,False
34,Private,HS-grad,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,65,United-States,False
18,Private,11th,Never-married,Prof-specialty,Other-relative,White,Male,0,0,3,United-States,False
40,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,15,United-States,True
28,Private,9th,Married-civ-spouse,Sales,Husband,White,Male,4508,0,40,United-States,False
18,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,False
46,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,False
23,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,False
77,,Some-college,Married-civ-spouse,,Husband,White,Male,0,0,6,United-States,False
41,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,40,United-States,True
48,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,True
29,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,False
41,Private,11th,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,False
41,Private,9th,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States,False
34,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,False
49,Self-emp-not-inc,Assoc-acdm,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,False
49,Private,HS-grad,Separated,Sales,Unmarried,White,Male,0,0,50,United-States,False
30,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,False
28,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,False
62,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,False
41,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,52,United-States,False
20,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,False
61,Private,Preschool,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,China,False
30,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,0,0,60,Hungary,False
29,Federal-gov,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,55,United-States,False
50,Private,Masters,Divorced,Sales,Not-in-family,White,Female,0,1590,45,United-States,False
44,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,True
25,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,True
62,Private,Assoc-voc,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,False
57,Private,Some-college,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,False
35,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,False
26,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,False
60,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,False
22,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,False
62,Local-gov,Masters,Separated,Prof-specialty,Not-in-family,White,Female,0,0,50,,False
26,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,False
26,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States,False
44,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40,United-States,True
32,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,False
66,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,False
24,Private,Preschool,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,30,United-States,False
19,Private,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,False
54,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,True
37,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,False
38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,True
37,Self-emp-not-inc,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,,False
22,,Some-college,Never-married,,Own-child,White,Male,0,0,35,United-States,False
34,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States,False
35,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0,0,15,United-States,False
42,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,False
